Kategorie,Bundesland,jahr,wert
Sonstiges Bildungswesen,Thüringen,2010,26414
Sonstiges Bildungswesen,Thüringen,2011,25808
Sonstiges Bildungswesen,Thüringen,"2012
 vorl. Ist",19896
Sonstiges Bildungswesen,Thüringen,"2013
 vorl. Ist",20459
Sonstiges Bildungswesen,Thüringen,"2014
 vorl. Ist",21199
Sonstiges Bildungswesen,Thüringen,"2015
 vorl. Ist",21170
Sonstiges Bildungswesen,Thüringen,"2015
 Soll",21812
Sonstiges Bildungswesen,Thüringen,"2016
 Soll",22640
Sonstiges Bildungswesen,Berlin,1995,53728
Sonstiges Bildungswesen,Berlin,1996,49486
Sonstiges Bildungswesen,Berlin,1997,46235
Sonstiges Bildungswesen,Berlin,1998,45606
Sonstiges Bildungswesen,Berlin,1999,46016
Sonstiges Bildungswesen,Berlin,2000,89890
Sonstiges Bildungswesen,Berlin,2001,43771
Sonstiges Bildungswesen,Berlin,2002,31997
Sonstiges Bildungswesen,Berlin,2003,29112
Sonstiges Bildungswesen,Berlin,2004,30964
Sonstiges Bildungswesen,Berlin,2005,29098
Sonstiges Bildungswesen,Berlin,2006,51917
Sonstiges Bildungswesen,Berlin,2007,53192
Sonstiges Bildungswesen,Berlin,2008,50239
Sonstiges Bildungswesen,Berlin,2009,57285
Sonstiges Bildungswesen,Berlin,2010,28178
Sonstiges Bildungswesen,Berlin,2011,26529
Sonstiges Bildungswesen,Berlin,"2012
 vorl. Ist",30155
Sonstiges Bildungswesen,Berlin,"2013
 vorl. Ist",26015
Sonstiges Bildungswesen,Berlin,"2014
 vorl. Ist",26352
Sonstiges Bildungswesen,Berlin,"2015
 vorl. Ist",26228
Sonstiges Bildungswesen,Berlin,"2015
 Soll",28357
Sonstiges Bildungswesen,Berlin,"2016
 Soll",30547
Sonstiges Bildungswesen,Bremen,1995,13012
Sonstiges Bildungswesen,Bremen,1996,12492
Sonstiges Bildungswesen,Bremen,1997,12324
Sonstiges Bildungswesen,Bremen,1998,10128
Sonstiges Bildungswesen,Bremen,1999,-7983
Sonstiges Bildungswesen,Bremen,2000,15496
Sonstiges Bildungswesen,Bremen,2001,30383
Sonstiges Bildungswesen,Bremen,2002,32523
Sonstiges Bildungswesen,Bremen,2003,28003
Sonstiges Bildungswesen,Bremen,2004,51651
Sonstiges Bildungswesen,Bremen,2005,25029
Sonstiges Bildungswesen,Bremen,2006,26255
Sonstiges Bildungswesen,Bremen,2007,24889
Sonstiges Bildungswesen,Bremen,2008,25680
Sonstiges Bildungswesen,Bremen,2009,20256
Sonstiges Bildungswesen,Bremen,2010,21908
Sonstiges Bildungswesen,Bremen,2011,20813
Sonstiges Bildungswesen,Bremen,"2012
 vorl. Ist",20246
Sonstiges Bildungswesen,Bremen,"2013
 vorl. Ist",19856
Sonstiges Bildungswesen,Bremen,"2014
 vorl. Ist",20537
Sonstiges Bildungswesen,Bremen,"2015
 vorl. Ist",20486
Sonstiges Bildungswesen,Bremen,"2015
 Soll",19207
Sonstiges Bildungswesen,Bremen,"2016
 Soll",19688
Sonstiges Bildungswesen,Hamburg,1995,39828
Sonstiges Bildungswesen,Hamburg,1996,42396
Sonstiges Bildungswesen,Hamburg,1997,44212
Sonstiges Bildungswesen,Hamburg,1998,35415
Sonstiges Bildungswesen,Hamburg,1999,39789
Sonstiges Bildungswesen,Hamburg,2000,39713
Sonstiges Bildungswesen,Hamburg,2001,12723
Sonstiges Bildungswesen,Hamburg,2002,47384
Sonstiges Bildungswesen,Hamburg,2003,23136
Sonstiges Bildungswesen,Hamburg,2004,39654
Sonstiges Bildungswesen,Hamburg,2005,40906
Sonstiges Bildungswesen,Hamburg,2006,43456
Sonstiges Bildungswesen,Hamburg,2007,40510
Sonstiges Bildungswesen,Hamburg,2008,37227
Sonstiges Bildungswesen,Hamburg,2009,40764
Sonstiges Bildungswesen,Hamburg,2010,45608
Sonstiges Bildungswesen,Hamburg,2011,45197
Sonstiges Bildungswesen,Hamburg,"2012
 vorl. Ist",48584
Sonstiges Bildungswesen,Hamburg,"2013
 vorl. Ist",45700
Sonstiges Bildungswesen,Hamburg,"2014
 vorl. Ist",48261
Sonstiges Bildungswesen,Hamburg,"2015
 vorl. Ist",50219
Sonstiges Bildungswesen,Hamburg,"2015
 Soll",48583
Sonstiges Bildungswesen,Hamburg,"2016
 Soll",57263
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,1995,163125
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,1996,159862
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,1997,151669
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,1998,144830
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,1999,226049
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,2000,229929
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,2001,149708
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,2002,145743
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,2003,143425
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,2004,153416
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,2005,162233
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,2006,157962
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,2007,2329079
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,2008,220726
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,2009,268356
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,2010,366005
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,2011,405653
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,"2012
 vorl. Ist",906721
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,"2013
 vorl. Ist",351557
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,"2014
 vorl. Ist",317122
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,"2015
 vorl. Ist",305033
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,"2015
 Soll",316384
"Jugendarbeit, Tageseinrichtungen für Kinder",Bund,"2016
 Soll",603377
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,1995,911718
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,1996,961071
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,1997,1275494
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,1998,1246292
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,1999,1342099
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,2000,1388329
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,2001,1460223
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,2002,1371232
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,2003,1402810
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,2004,1395403
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,2005,1417356
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,2006,1428697
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,2007,1516716
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,2008,1616011
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,2009,1776884
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,2010,2074707
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,2011,2125386
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,"2012
 vorl. Ist",2412240
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,"2013
 vorl. Ist",2923098
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,"2014
 vorl. Ist",3050093
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,"2015
 vorl. Ist",3130601
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,"2015
 Soll",3175217
"Jugendarbeit, Tageseinrichtungen für Kinder",Baden-Württemberg,"2016
 Soll",3194545
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,1995,1248029
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,1996,1264030
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,1997,1269644
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,1998,1256493
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,1999,1317309
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,2000,1358502
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,2001,1438460
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,2002,1531533
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,2003,1533402
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,2004,1535054
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,2005,1575801
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,2006,1591795
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,2007,1723442
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,2008,1922441
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,2009,2139655
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,2010,2375888
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,2011,2596215
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,"2012
 vorl. Ist",2820303
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,"2013
 vorl. Ist",3437362
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,"2014
 vorl. Ist",3611829
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,"2015
 vorl. Ist",4096024
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,"2015
 Soll",3905742
"Jugendarbeit, Tageseinrichtungen für Kinder",Bayern,"2016
 Soll",4118108
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,1995,565967
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,1996,529542
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,1997,491410
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,1998,476006
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,1999,481592
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,2000,470188
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,2001,455732
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,2002,451560
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,2003,457393
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,2004,450983
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,2005,455528
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,2006,467325
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,2007,486105
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,2008,539664
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,2009,605083
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,2010,642723
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,2011,706380
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,"2012
 vorl. Ist",729775
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,"2013
 vorl. Ist",774902
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,"2014
 vorl. Ist",811837
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,"2015
 vorl. Ist",848761
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,"2015
 Soll",850998
"Jugendarbeit, Tageseinrichtungen für Kinder",Brandenburg,"2016
 Soll",896658
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,1995,703755
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,1996,727672
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,1997,714659
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,1998,736090
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,1999,741470
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,2000,762142
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,2001,794612
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,2002,838320
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,2003,907077
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,2004,908970
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,2005,942865
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,2006,973600
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,2007,1049992
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,2008,1163555
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,2009,1281066
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,2010,1436609
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,2011,1503142
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,"2012
 vorl. Ist",1606276
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,"2013
 vorl. Ist",1867607
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,"2014
 vorl. Ist",1976852
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,"2015
 vorl. Ist",1978803
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,"2015
 Soll",1962297
"Jugendarbeit, Tageseinrichtungen für Kinder",Hessen,"2016
 Soll",2038752
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,1995,273462
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,1996,268527
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,1997,228824
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,1998,202016
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,1999,192916
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,2000,192717
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,2001,201599
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,2002,236322
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,2003,238844
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,2004,238115
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,2005,260382
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,2006,264248
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,2007,267134
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,2008,269460
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,2009,293723
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,2010,310069
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,2011,335808
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,"2012
 vorl. Ist",357814
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,"2013
 vorl. Ist",394111
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,"2014
 vorl. Ist",413381
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,"2015
 vorl. Ist",422480
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,"2015
 Soll",424807
"Jugendarbeit, Tageseinrichtungen für Kinder",Mecklenburg-Vorpommern,"2016
 Soll",449923
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,1995,696063
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,1996,718557
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,1997,724477
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,1998,723086
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,1999,747046
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,2000,774295
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,2001,806531
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,2002,895016
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,2003,926836
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,2004,926084
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,2005,934784
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,2006,939634
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,2007,1013732
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,2008,1168602
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,2009,1291083
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,2010,1399873
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,2011,1506480
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,"2012
 vorl. Ist",1605736
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,"2013
 vorl. Ist",1762618
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,"2014
 vorl. Ist",1886617
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,"2015
 vorl. Ist",1987444
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,"2015
 Soll",1911545
"Jugendarbeit, Tageseinrichtungen für Kinder",Niedersachsen,"2016
 Soll",2059436
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,1995,2057461
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,1996,2219177
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,1997,2303090
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,1998,2317219
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,1999,2331132
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,2000,2343354
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,2001,2382866
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,2002,2477509
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,2003,2507500
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,2004,2514904
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,2005,2653466
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,2006,2691130
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,2007,2698979
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,2008,3048336
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,2009,3230355
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,2010,3588397
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,2011,3909316
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,"2012
 vorl. Ist",4478036
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,"2013
 vorl. Ist",4401384
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,"2014
 vorl. Ist",4767089
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,"2015
 vorl. Ist",4990399
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,"2015
 Soll",5061540
"Jugendarbeit, Tageseinrichtungen für Kinder",Nordrhein-Westfalen,"2016
 Soll",5370659
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,1995,477506
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,1996,484659
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,1997,483077
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,1998,492851
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,1999,487544
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,2000,520510
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,2001,532402
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,2002,557045
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,2003,573249
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,2004,595577
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,2005,613437
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,2006,645565
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,2007,665547
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,2008,715707
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,2009,836765
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,2010,933805
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,2011,1011341
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,"2012
 vorl. Ist",1097441
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,"2013
 vorl. Ist",1192572
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,"2014
 vorl. Ist",1267070
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,"2015
 vorl. Ist",1332932
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,"2015
 Soll",1309104
"Jugendarbeit, Tageseinrichtungen für Kinder",Rheinland-Pfalz,"2016
 Soll",1382622
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,1995,87538
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,1996,65871
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,1997,94275
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,1998,94390
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,1999,99989
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,2000,104852
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,2001,111732
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,2002,120591
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,2003,125467
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,2004,130175
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,2005,133346
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,2006,134786
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,2007,134416
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,2008,148698
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,2009,172209
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,2010,219826
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,2011,211287
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,"2012
 vorl. Ist",293729
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,"2013
 vorl. Ist",308189
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,"2014
 vorl. Ist",322375
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,"2015
 vorl. Ist",315526
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,"2015
 Soll",310225
"Jugendarbeit, Tageseinrichtungen für Kinder",Saarland,"2016
 Soll",327891
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,1995,719885
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,1996,697884
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,1997,582019
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,1998,522423
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,1999,578364
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,2000,569806
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,2001,519435
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,2002,625002
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,2003,656665
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,2004,666288
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,2005,697312
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,2006,766649
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,2007,823416
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,2008,911849
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,2009,1049563
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,2010,1102273
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,2011,1068866
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,"2012
 vorl. Ist",1128959
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,"2013
 vorl. Ist",1264831
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,"2014
 vorl. Ist",1315705
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,"2015
 vorl. Ist",1432863
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,"2015
 Soll",1436742
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen,"2016
 Soll",1498530
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,1995,553741
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,1996,530942
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,1997,506449
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,1998,496803
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,1999,477658
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,2000,466876
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,2001,478040
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,2002,498827
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,2003,448090
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,2004,406113
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,2005,398950
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,2006,411800
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,2007,428437
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,2008,458777
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,2009,498640
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,2010,525614
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,2011,516337
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,"2012
 vorl. Ist",551198
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,"2013
 vorl. Ist",595566
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,"2014
 vorl. Ist",633353
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,"2015
 vorl. Ist",645010
