Sprache,Schulart,Klassenstufe,Bundesland,Anzahl
Sonstige Sprachen,Integrierte Gesamtschulen,4. Klassenstufe,Nordrhein-Westfalen,0
Sonstige Sprachen,Integrierte Gesamtschulen,4. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Integrierte Gesamtschulen,4. Klassenstufe,Saarland,0
Sonstige Sprachen,Integrierte Gesamtschulen,4. Klassenstufe,Sachsen,0
Sonstige Sprachen,Integrierte Gesamtschulen,4. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Integrierte Gesamtschulen,4. Klassenstufe,Schleswig-Holstein,0
Sonstige Sprachen,Integrierte Gesamtschulen,4. Klassenstufe,Thüringen,0
Sonstige Sprachen,Integrierte Gesamtschulen,Primarstufe - ohne Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Integrierte Gesamtschulen,Primarstufe - ohne Klassenstufe,Bayern,0
Sonstige Sprachen,Integrierte Gesamtschulen,Primarstufe - ohne Klassenstufe,Berlin,37
Sonstige Sprachen,Integrierte Gesamtschulen,Primarstufe - ohne Klassenstufe,Brandenburg,0
Sonstige Sprachen,Integrierte Gesamtschulen,Primarstufe - ohne Klassenstufe,Bremen,0
Sonstige Sprachen,Integrierte Gesamtschulen,Primarstufe - ohne Klassenstufe,Hamburg,0
Sonstige Sprachen,Integrierte Gesamtschulen,Primarstufe - ohne Klassenstufe,Hessen,0
Sonstige Sprachen,Integrierte Gesamtschulen,Primarstufe - ohne Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Integrierte Gesamtschulen,Primarstufe - ohne Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Integrierte Gesamtschulen,Primarstufe - ohne Klassenstufe,Nordrhein-Westfalen,0
Sonstige Sprachen,Integrierte Gesamtschulen,Primarstufe - ohne Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Integrierte Gesamtschulen,Primarstufe - ohne Klassenstufe,Saarland,0
Sonstige Sprachen,Integrierte Gesamtschulen,Primarstufe - ohne Klassenstufe,Sachsen,0
Sonstige Sprachen,Integrierte Gesamtschulen,Primarstufe - ohne Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Integrierte Gesamtschulen,Primarstufe - ohne Klassenstufe,Schleswig-Holstein,0
Sonstige Sprachen,Integrierte Gesamtschulen,Primarstufe - ohne Klassenstufe,Thüringen,0
Sonstige Sprachen,Integrierte Gesamtschulen,5. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Integrierte Gesamtschulen,5. Klassenstufe,Bayern,0
Sonstige Sprachen,Integrierte Gesamtschulen,5. Klassenstufe,Berlin,46
Sonstige Sprachen,Integrierte Gesamtschulen,5. Klassenstufe,Brandenburg,0
Sonstige Sprachen,Integrierte Gesamtschulen,5. Klassenstufe,Bremen,2
Sonstige Sprachen,Integrierte Gesamtschulen,5. Klassenstufe,Hamburg,27
Sonstige Sprachen,Integrierte Gesamtschulen,5. Klassenstufe,Hessen,0
Sonstige Sprachen,Integrierte Gesamtschulen,5. Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Integrierte Gesamtschulen,5. Klassenstufe,Niedersachsen,1
Sonstige Sprachen,Integrierte Gesamtschulen,5. Klassenstufe,Nordrhein-Westfalen,345
Sonstige Sprachen,Integrierte Gesamtschulen,5. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Integrierte Gesamtschulen,5. Klassenstufe,Saarland,0
Sonstige Sprachen,Integrierte Gesamtschulen,5. Klassenstufe,Sachsen,0
Sonstige Sprachen,Integrierte Gesamtschulen,5. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Integrierte Gesamtschulen,5. Klassenstufe,Schleswig-Holstein,494
Sonstige Sprachen,Integrierte Gesamtschulen,5. Klassenstufe,Thüringen,0
Sonstige Sprachen,Integrierte Gesamtschulen,6. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Integrierte Gesamtschulen,6. Klassenstufe,Bayern,0
Sonstige Sprachen,Integrierte Gesamtschulen,6. Klassenstufe,Berlin,86
Sonstige Sprachen,Integrierte Gesamtschulen,6. Klassenstufe,Brandenburg,0
Sonstige Sprachen,Integrierte Gesamtschulen,6. Klassenstufe,Bremen,3
Sonstige Sprachen,Integrierte Gesamtschulen,6. Klassenstufe,Hamburg,32
Sonstige Sprachen,Integrierte Gesamtschulen,6. Klassenstufe,Hessen,0
Sonstige Sprachen,Integrierte Gesamtschulen,6. Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Integrierte Gesamtschulen,6. Klassenstufe,Niedersachsen,96
Sonstige Sprachen,Integrierte Gesamtschulen,6. Klassenstufe,Nordrhein-Westfalen,1221
Sonstige Sprachen,Integrierte Gesamtschulen,6. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Integrierte Gesamtschulen,6. Klassenstufe,Saarland,0
Sonstige Sprachen,Integrierte Gesamtschulen,6. Klassenstufe,Sachsen,0
Sonstige Sprachen,Integrierte Gesamtschulen,6. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Integrierte Gesamtschulen,6. Klassenstufe,Schleswig-Holstein,563
Sonstige Sprachen,Integrierte Gesamtschulen,6. Klassenstufe,Thüringen,0
Sonstige Sprachen,Integrierte Gesamtschulen,7. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Integrierte Gesamtschulen,7. Klassenstufe,Bayern,0
Sonstige Sprachen,Integrierte Gesamtschulen,7. Klassenstufe,Berlin,122
Sonstige Sprachen,Integrierte Gesamtschulen,7. Klassenstufe,Brandenburg,36
Sonstige Sprachen,Integrierte Gesamtschulen,7. Klassenstufe,Bremen,1
Sonstige Sprachen,Integrierte Gesamtschulen,7. Klassenstufe,Hamburg,34
Sonstige Sprachen,Integrierte Gesamtschulen,7. Klassenstufe,Hessen,0
Sonstige Sprachen,Integrierte Gesamtschulen,7. Klassenstufe,Mecklenburg-Vorpommern,35
Sonstige Sprachen,Integrierte Gesamtschulen,7. Klassenstufe,Niedersachsen,110
Sonstige Sprachen,Integrierte Gesamtschulen,7. Klassenstufe,Nordrhein-Westfalen,715
Sonstige Sprachen,Integrierte Gesamtschulen,7. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Integrierte Gesamtschulen,7. Klassenstufe,Saarland,0
Sonstige Sprachen,Integrierte Gesamtschulen,7. Klassenstufe,Sachsen,0
Sonstige Sprachen,Integrierte Gesamtschulen,7. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Integrierte Gesamtschulen,7. Klassenstufe,Schleswig-Holstein,1009
Sonstige Sprachen,Integrierte Gesamtschulen,7. Klassenstufe,Thüringen,0
Sonstige Sprachen,Integrierte Gesamtschulen,8. Klassenstufe,Baden-Württemberg,3
Sonstige Sprachen,Integrierte Gesamtschulen,8. Klassenstufe,Bayern,0
Sonstige Sprachen,Integrierte Gesamtschulen,8. Klassenstufe,Berlin,114
Sonstige Sprachen,Integrierte Gesamtschulen,8. Klassenstufe,Brandenburg,49
Sonstige Sprachen,Integrierte Gesamtschulen,8. Klassenstufe,Bremen,3
Sonstige Sprachen,Integrierte Gesamtschulen,8. Klassenstufe,Hamburg,19
Sonstige Sprachen,Integrierte Gesamtschulen,8. Klassenstufe,Hessen,0
Sonstige Sprachen,Integrierte Gesamtschulen,8. Klassenstufe,Mecklenburg-Vorpommern,36
Sonstige Sprachen,Integrierte Gesamtschulen,8. Klassenstufe,Niedersachsen,110
Sonstige Sprachen,Integrierte Gesamtschulen,8. Klassenstufe,Nordrhein-Westfalen,971
Sonstige Sprachen,Integrierte Gesamtschulen,8. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Integrierte Gesamtschulen,8. Klassenstufe,Saarland,0
Sonstige Sprachen,Integrierte Gesamtschulen,8. Klassenstufe,Sachsen,0
Sonstige Sprachen,Integrierte Gesamtschulen,8. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Integrierte Gesamtschulen,8. Klassenstufe,Schleswig-Holstein,1013
Sonstige Sprachen,Integrierte Gesamtschulen,8. Klassenstufe,Thüringen,0
Sonstige Sprachen,Integrierte Gesamtschulen,9. Klassenstufe,Baden-Württemberg,6
Sonstige Sprachen,Integrierte Gesamtschulen,9. Klassenstufe,Bayern,0
Sonstige Sprachen,Integrierte Gesamtschulen,9. Klassenstufe,Berlin,122
Sonstige Sprachen,Integrierte Gesamtschulen,9. Klassenstufe,Brandenburg,27
Sonstige Sprachen,Integrierte Gesamtschulen,9. Klassenstufe,Bremen,5
Sonstige Sprachen,Integrierte Gesamtschulen,9. Klassenstufe,Hamburg,51
Sonstige Sprachen,Integrierte Gesamtschulen,9. Klassenstufe,Hessen,0
Sonstige Sprachen,Integrierte Gesamtschulen,9. Klassenstufe,Mecklenburg-Vorpommern,27
Sonstige Sprachen,Integrierte Gesamtschulen,9. Klassenstufe,Niedersachsen,125
Sonstige Sprachen,Integrierte Gesamtschulen,9. Klassenstufe,Nordrhein-Westfalen,621
Sonstige Sprachen,Integrierte Gesamtschulen,9. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Integrierte Gesamtschulen,9. Klassenstufe,Saarland,0
Sonstige Sprachen,Integrierte Gesamtschulen,9. Klassenstufe,Sachsen,0
Sonstige Sprachen,Integrierte Gesamtschulen,9. Klassenstufe,Sachsen-Anhalt,3
Sonstige Sprachen,Integrierte Gesamtschulen,9. Klassenstufe,Schleswig-Holstein,1070
Sonstige Sprachen,Integrierte Gesamtschulen,9. Klassenstufe,Thüringen,0
Sonstige Sprachen,Integrierte Gesamtschulen,10. Klassenstufe,Baden-Württemberg,6
Sonstige Sprachen,Integrierte Gesamtschulen,10. Klassenstufe,Bayern,0
Sonstige Sprachen,Integrierte Gesamtschulen,10. Klassenstufe,Berlin,112
Sonstige Sprachen,Integrierte Gesamtschulen,10. Klassenstufe,Brandenburg,41
Sonstige Sprachen,Integrierte Gesamtschulen,10. Klassenstufe,Bremen,8
Sonstige Sprachen,Integrierte Gesamtschulen,10. Klassenstufe,Hamburg,49
Sonstige Sprachen,Integrierte Gesamtschulen,10. Klassenstufe,Hessen,0
Sonstige Sprachen,Integrierte Gesamtschulen,10. Klassenstufe,Mecklenburg-Vorpommern,14
Sonstige Sprachen,Integrierte Gesamtschulen,10. Klassenstufe,Niedersachsen,109
Sonstige Sprachen,Integrierte Gesamtschulen,10. Klassenstufe,Nordrhein-Westfalen,714
Sonstige Sprachen,Integrierte Gesamtschulen,10. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Integrierte Gesamtschulen,10. Klassenstufe,Saarland,0
Sonstige Sprachen,Integrierte Gesamtschulen,10. Klassenstufe,Sachsen,0
Sonstige Sprachen,Integrierte Gesamtschulen,10. Klassenstufe,Sachsen-Anhalt,3
Sonstige Sprachen,Integrierte Gesamtschulen,10. Klassenstufe,Schleswig-Holstein,832
Sonstige Sprachen,Integrierte Gesamtschulen,10. Klassenstufe,Thüringen,0
Sonstige Sprachen,Integrierte Gesamtschulen,Sekundarstufe 1 - ohne Klassenstufe,Baden-Württemberg,12
Sonstige Sprachen,Integrierte Gesamtschulen,Sekundarstufe 1 - ohne Klassenstufe,Bayern,0
Sonstige Sprachen,Integrierte Gesamtschulen,Sekundarstufe 1 - ohne Klassenstufe,Berlin,167
Sonstige Sprachen,Integrierte Gesamtschulen,Sekundarstufe 1 - ohne Klassenstufe,Brandenburg,0
Sonstige Sprachen,Integrierte Gesamtschulen,Sekundarstufe 1 - ohne Klassenstufe,Bremen,0
Sonstige Sprachen,Integrierte Gesamtschulen,Sekundarstufe 1 - ohne Klassenstufe,Hamburg,0
Sonstige Sprachen,Integrierte Gesamtschulen,Sekundarstufe 1 - ohne Klassenstufe,Hessen,0
Sonstige Sprachen,Integrierte Gesamtschulen,Sekundarstufe 1 - ohne Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Integrierte Gesamtschulen,Sekundarstufe 1 - ohne Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Integrierte Gesamtschulen,Sekundarstufe 1 - ohne Klassenstufe,Nordrhein-Westfalen,138
Sonstige Sprachen,Integrierte Gesamtschulen,Sekundarstufe 1 - ohne Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Integrierte Gesamtschulen,Sekundarstufe 1 - ohne Klassenstufe,Saarland,0
Sonstige Sprachen,Integrierte Gesamtschulen,Sekundarstufe 1 - ohne Klassenstufe,Sachsen,0
Sonstige Sprachen,Integrierte Gesamtschulen,Sekundarstufe 1 - ohne Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Integrierte Gesamtschulen,Sekundarstufe 1 - ohne Klassenstufe,Schleswig-Holstein,0
Sonstige Sprachen,Integrierte Gesamtschulen,Sekundarstufe 1 - ohne Klassenstufe,Thüringen,0
Sonstige Sprachen,Integrierte Gesamtschulen,11. Jahrgangsstufe,Baden-Württemberg,0
Sonstige Sprachen,Integrierte Gesamtschulen,11. Jahrgangsstufe,Bayern,0
Sonstige Sprachen,Integrierte Gesamtschulen,11. Jahrgangsstufe,Berlin,72
Sonstige Sprachen,Integrierte Gesamtschulen,11. Jahrgangsstufe,Brandenburg,61
Sonstige Sprachen,Integrierte Gesamtschulen,11. Jahrgangsstufe,Bremen,0
Sonstige Sprachen,Integrierte Gesamtschulen,11. Jahrgangsstufe,Hamburg,34
Sonstige Sprachen,Integrierte Gesamtschulen,11. Jahrgangsstufe,Hessen,20
Sonstige Sprachen,Integrierte Gesamtschulen,11. Jahrgangsstufe,Mecklenburg-Vorpommern,29
Sonstige Sprachen,Integrierte Gesamtschulen,11. Jahrgangsstufe,Niedersachsen,39
Sonstige Sprachen,Integrierte Gesamtschulen,11. Jahrgangsstufe,Nordrhein-Westfalen,1289
Sonstige Sprachen,Integrierte Gesamtschulen,11. Jahrgangsstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Integrierte Gesamtschulen,11. Jahrgangsstufe,Saarland,0
Sonstige Sprachen,Integrierte Gesamtschulen,11. Jahrgangsstufe,Sachsen,0
Sonstige Sprachen,Integrierte Gesamtschulen,11. Jahrgangsstufe,Sachsen-Anhalt,2
Sonstige Sprachen,Integrierte Gesamtschulen,11. Jahrgangsstufe,Schleswig-Holstein,236
Sonstige Sprachen,Integrierte Gesamtschulen,11. Jahrgangsstufe,Thüringen,0
Sonstige Sprachen,Integrierte Gesamtschulen,12. Jahrgangsstufe,Baden-Württemberg,0
Sonstige Sprachen,Integrierte Gesamtschulen,12. Jahrgangsstufe,Bayern,0
Sonstige Sprachen,Integrierte Gesamtschulen,12. Jahrgangsstufe,Berlin,65
Sonstige Sprachen,Integrierte Gesamtschulen,12. Jahrgangsstufe,Brandenburg,61
Sonstige Sprachen,Integrierte Gesamtschulen,12. Jahrgangsstufe,Bremen,0
Sonstige Sprachen,Integrierte Gesamtschulen,12. Jahrgangsstufe,Hamburg,27
Sonstige Sprachen,Integrierte Gesamtschulen,12. Jahrgangsstufe,Hessen,6
Sonstige Sprachen,Integrierte Gesamtschulen,12. Jahrgangsstufe,Mecklenburg-Vorpommern,40
Sonstige Sprachen,Integrierte Gesamtschulen,12. Jahrgangsstufe,Niedersachsen,0
Sonstige Sprachen,Integrierte Gesamtschulen,12. Jahrgangsstufe,Nordrhein-Westfalen,1141
Sonstige Sprachen,Integrierte Gesamtschulen,12. Jahrgangsstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Integrierte Gesamtschulen,12. Jahrgangsstufe,Saarland,0
Sonstige Sprachen,Integrierte Gesamtschulen,12. Jahrgangsstufe,Sachsen,0
Sonstige Sprachen,Integrierte Gesamtschulen,12. Jahrgangsstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Integrierte Gesamtschulen,12. Jahrgangsstufe,Schleswig-Holstein,162
Sonstige Sprachen,Integrierte Gesamtschulen,12. Jahrgangsstufe,Thüringen,0
Sonstige Sprachen,Integrierte Gesamtschulen,13. Jahrgangsstufe,Baden-Württemberg,0
Sonstige Sprachen,Integrierte Gesamtschulen,13. Jahrgangsstufe,Bayern,0
Sonstige Sprachen,Integrierte Gesamtschulen,13. Jahrgangsstufe,Berlin,40
Sonstige Sprachen,Integrierte Gesamtschulen,13. Jahrgangsstufe,Brandenburg,52
Sonstige Sprachen,Integrierte Gesamtschulen,13. Jahrgangsstufe,Bremen,0
Sonstige Sprachen,Integrierte Gesamtschulen,13. Jahrgangsstufe,Hamburg,31
Sonstige Sprachen,Integrierte Gesamtschulen,13. Jahrgangsstufe,Hessen,6
Sonstige Sprachen,Integrierte Gesamtschulen,13. Jahrgangsstufe,Mecklenburg-Vorpommern,9
Sonstige Sprachen,Integrierte Gesamtschulen,13. Jahrgangsstufe,Niedersachsen,0
Sonstige Sprachen,Integrierte Gesamtschulen,13. Jahrgangsstufe,Nordrhein-Westfalen,1034
Sonstige Sprachen,Integrierte Gesamtschulen,13. Jahrgangsstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Integrierte Gesamtschulen,13. Jahrgangsstufe,Saarland,0
Sonstige Sprachen,Integrierte Gesamtschulen,13. Jahrgangsstufe,Sachsen,0
Sonstige Sprachen,Integrierte Gesamtschulen,13. Jahrgangsstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Integrierte Gesamtschulen,13. Jahrgangsstufe,Schleswig-Holstein,149
Sonstige Sprachen,Integrierte Gesamtschulen,13. Jahrgangsstufe,Thüringen,0
Sonstige Sprachen,Integrierte Gesamtschulen,Bereich unbekannt,Baden-Württemberg,12
Sonstige Sprachen,Integrierte Gesamtschulen,Bereich unbekannt,Bayern,0
Sonstige Sprachen,Integrierte Gesamtschulen,Bereich unbekannt,Berlin,0
Sonstige Sprachen,Integrierte Gesamtschulen,Bereich unbekannt,Brandenburg,0
Sonstige Sprachen,Integrierte Gesamtschulen,Bereich unbekannt,Bremen,0
Sonstige Sprachen,Integrierte Gesamtschulen,Bereich unbekannt,Hamburg,0
Sonstige Sprachen,Integrierte Gesamtschulen,Bereich unbekannt,Hessen,0
Sonstige Sprachen,Integrierte Gesamtschulen,Bereich unbekannt,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Integrierte Gesamtschulen,Bereich unbekannt,Niedersachsen,0
Sonstige Sprachen,Integrierte Gesamtschulen,Bereich unbekannt,Nordrhein-Westfalen,0
Sonstige Sprachen,Integrierte Gesamtschulen,Bereich unbekannt,Rheinland-Pfalz,0
Sonstige Sprachen,Integrierte Gesamtschulen,Bereich unbekannt,Saarland,0
Sonstige Sprachen,Integrierte Gesamtschulen,Bereich unbekannt,Sachsen,0
Sonstige Sprachen,Integrierte Gesamtschulen,Bereich unbekannt,Sachsen-Anhalt,0
Sonstige Sprachen,Integrierte Gesamtschulen,Bereich unbekannt,Schleswig-Holstein,0
Sonstige Sprachen,Integrierte Gesamtschulen,Bereich unbekannt,Thüringen,0
Sonstige Sprachen,Freie Waldorfschulen,1. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Freie Waldorfschulen,1. Klassenstufe,Bayern,0
Sonstige Sprachen,Freie Waldorfschulen,1. Klassenstufe,Berlin,0
Sonstige Sprachen,Freie Waldorfschulen,1. Klassenstufe,Brandenburg,0
Sonstige Sprachen,Freie Waldorfschulen,1. Klassenstufe,Bremen,0
Sonstige Sprachen,Freie Waldorfschulen,1. Klassenstufe,Hamburg,0
Sonstige Sprachen,Freie Waldorfschulen,1. Klassenstufe,Hessen,0
Sonstige Sprachen,Freie Waldorfschulen,1. Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Freie Waldorfschulen,1. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Freie Waldorfschulen,1. Klassenstufe,Nordrhein-Westfalen,0
Sonstige Sprachen,Freie Waldorfschulen,1. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Freie Waldorfschulen,1. Klassenstufe,Saarland,0
Sonstige Sprachen,Freie Waldorfschulen,1. Klassenstufe,Sachsen,9
Sonstige Sprachen,Freie Waldorfschulen,1. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Freie Waldorfschulen,1. Klassenstufe,Schleswig-Holstein,0
Sonstige Sprachen,Freie Waldorfschulen,1. Klassenstufe,Thüringen,0
Sonstige Sprachen,Freie Waldorfschulen,2. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Freie Waldorfschulen,2. Klassenstufe,Bayern,0
Sonstige Sprachen,Freie Waldorfschulen,2. Klassenstufe,Berlin,0
Sonstige Sprachen,Freie Waldorfschulen,2. Klassenstufe,Brandenburg,0
Sonstige Sprachen,Freie Waldorfschulen,2. Klassenstufe,Bremen,0
Sonstige Sprachen,Freie Waldorfschulen,2. Klassenstufe,Hamburg,0
Sonstige Sprachen,Freie Waldorfschulen,2. Klassenstufe,Hessen,0
Sonstige Sprachen,Freie Waldorfschulen,2. Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Freie Waldorfschulen,2. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Freie Waldorfschulen,2. Klassenstufe,Nordrhein-Westfalen,0
Sonstige Sprachen,Freie Waldorfschulen,2. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Freie Waldorfschulen,2. Klassenstufe,Saarland,0
Sonstige Sprachen,Freie Waldorfschulen,2. Klassenstufe,Sachsen,9
Sonstige Sprachen,Freie Waldorfschulen,2. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Freie Waldorfschulen,2. Klassenstufe,Schleswig-Holstein,0
Sonstige Sprachen,Freie Waldorfschulen,2. Klassenstufe,Thüringen,0
Sonstige Sprachen,Freie Waldorfschulen,3. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Freie Waldorfschulen,3. Klassenstufe,Bayern,0
Sonstige Sprachen,Freie Waldorfschulen,3. Klassenstufe,Berlin,30
Sonstige Sprachen,Freie Waldorfschulen,3. Klassenstufe,Brandenburg,0
Sonstige Sprachen,Freie Waldorfschulen,3. Klassenstufe,Bremen,0
Sonstige Sprachen,Freie Waldorfschulen,3. Klassenstufe,Hamburg,0
Sonstige Sprachen,Freie Waldorfschulen,3. Klassenstufe,Hessen,0
Sonstige Sprachen,Freie Waldorfschulen,3. Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Freie Waldorfschulen,3. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Freie Waldorfschulen,3. Klassenstufe,Nordrhein-Westfalen,0
Sonstige Sprachen,Freie Waldorfschulen,3. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Freie Waldorfschulen,3. Klassenstufe,Saarland,0
Sonstige Sprachen,Freie Waldorfschulen,3. Klassenstufe,Sachsen,7
Sonstige Sprachen,Freie Waldorfschulen,3. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Freie Waldorfschulen,3. Klassenstufe,Schleswig-Holstein,0
Sonstige Sprachen,Freie Waldorfschulen,3. Klassenstufe,Thüringen,0
Sonstige Sprachen,Freie Waldorfschulen,4. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Freie Waldorfschulen,4. Klassenstufe,Bayern,0
Sonstige Sprachen,Freie Waldorfschulen,4. Klassenstufe,Berlin,30
Sonstige Sprachen,Freie Waldorfschulen,4. Klassenstufe,Brandenburg,0
Sonstige Sprachen,Freie Waldorfschulen,4. Klassenstufe,Bremen,0
Sonstige Sprachen,Freie Waldorfschulen,4. Klassenstufe,Hamburg,0
Sonstige Sprachen,Freie Waldorfschulen,4. Klassenstufe,Hessen,0
Sonstige Sprachen,Freie Waldorfschulen,4. Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Freie Waldorfschulen,4. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Freie Waldorfschulen,4. Klassenstufe,Nordrhein-Westfalen,0
Sonstige Sprachen,Freie Waldorfschulen,4. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Freie Waldorfschulen,4. Klassenstufe,Saarland,0
Sonstige Sprachen,Freie Waldorfschulen,4. Klassenstufe,Sachsen,6
Sonstige Sprachen,Freie Waldorfschulen,4. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Freie Waldorfschulen,4. Klassenstufe,Schleswig-Holstein,0
Sonstige Sprachen,Freie Waldorfschulen,4. Klassenstufe,Thüringen,0
Sonstige Sprachen,Freie Waldorfschulen,Primarstufe - ohne Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Freie Waldorfschulen,Primarstufe - ohne Klassenstufe,Bayern,0
Sonstige Sprachen,Freie Waldorfschulen,Primarstufe - ohne Klassenstufe,Berlin,62
Sonstige Sprachen,Freie Waldorfschulen,Primarstufe - ohne Klassenstufe,Brandenburg,0
Sonstige Sprachen,Freie Waldorfschulen,Primarstufe - ohne Klassenstufe,Bremen,0
Sonstige Sprachen,Freie Waldorfschulen,Primarstufe - ohne Klassenstufe,Hamburg,0
Sonstige Sprachen,Freie Waldorfschulen,Primarstufe - ohne Klassenstufe,Hessen,0
Sonstige Sprachen,Freie Waldorfschulen,Primarstufe - ohne Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Freie Waldorfschulen,Primarstufe - ohne Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Freie Waldorfschulen,Primarstufe - ohne Klassenstufe,Nordrhein-Westfalen,0
Sonstige Sprachen,Freie Waldorfschulen,Primarstufe - ohne Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Freie Waldorfschulen,Primarstufe - ohne Klassenstufe,Saarland,0
Sonstige Sprachen,Freie Waldorfschulen,Primarstufe - ohne Klassenstufe,Sachsen,0
Sonstige Sprachen,Freie Waldorfschulen,Primarstufe - ohne Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Freie Waldorfschulen,Primarstufe - ohne Klassenstufe,Schleswig-Holstein,0
Sonstige Sprachen,Freie Waldorfschulen,Primarstufe - ohne Klassenstufe,Thüringen,0
Sonstige Sprachen,Freie Waldorfschulen,5. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Freie Waldorfschulen,5. Klassenstufe,Bayern,0
Sonstige Sprachen,Freie Waldorfschulen,5. Klassenstufe,Berlin,30
Sonstige Sprachen,Freie Waldorfschulen,5. Klassenstufe,Brandenburg,0
Sonstige Sprachen,Freie Waldorfschulen,5. Klassenstufe,Bremen,0
Sonstige Sprachen,Freie Waldorfschulen,5. Klassenstufe,Hamburg,0
Sonstige Sprachen,Freie Waldorfschulen,5. Klassenstufe,Hessen,0
Sonstige Sprachen,Freie Waldorfschulen,5. Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Freie Waldorfschulen,5. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Freie Waldorfschulen,5. Klassenstufe,Nordrhein-Westfalen,0
Sonstige Sprachen,Freie Waldorfschulen,5. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Freie Waldorfschulen,5. Klassenstufe,Saarland,0
Sonstige Sprachen,Freie Waldorfschulen,5. Klassenstufe,Sachsen,12
Sonstige Sprachen,Freie Waldorfschulen,5. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Freie Waldorfschulen,5. Klassenstufe,Schleswig-Holstein,0
Sonstige Sprachen,Freie Waldorfschulen,5. Klassenstufe,Thüringen,0
Sonstige Sprachen,Freie Waldorfschulen,6. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Freie Waldorfschulen,6. Klassenstufe,Bayern,0
Sonstige Sprachen,Freie Waldorfschulen,6. Klassenstufe,Berlin,26
Sonstige Sprachen,Freie Waldorfschulen,6. Klassenstufe,Brandenburg,11
Sonstige Sprachen,Freie Waldorfschulen,6. Klassenstufe,Bremen,36
