Sprache,Schulart,Klassenstufe,Bundesland,Anzahl
Englisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Saarland,0
Englisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Sachsen,1634
Englisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Sachsen-Anhalt,331
Englisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Schleswig-Holstein,0
Englisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Thüringen,0
Englisch,Realschulen,5. Klassenstufe,Baden-Württemberg,32514
Englisch,Realschulen,5. Klassenstufe,Bayern,37026
Englisch,Realschulen,5. Klassenstufe,Berlin,0
Englisch,Realschulen,5. Klassenstufe,Brandenburg,0
Englisch,Realschulen,5. Klassenstufe,Bremen,0
Englisch,Realschulen,5. Klassenstufe,Hamburg,0
Englisch,Realschulen,5. Klassenstufe,Hessen,7226
Englisch,Realschulen,5. Klassenstufe,Mecklenburg-Vorpommern,0
Englisch,Realschulen,5. Klassenstufe,Niedersachsen,10873
Englisch,Realschulen,5. Klassenstufe,Nordrhein-Westfalen,41737
Englisch,Realschulen,5. Klassenstufe,Rheinland-Pfalz,591
Englisch,Realschulen,5. Klassenstufe,Saarland,71
Englisch,Realschulen,5. Klassenstufe,Sachsen,0
Englisch,Realschulen,5. Klassenstufe,Sachsen-Anhalt,0
Englisch,Realschulen,5. Klassenstufe,Schleswig-Holstein,0
Englisch,Realschulen,5. Klassenstufe,Thüringen,0
Englisch,Realschulen,6. Klassenstufe,Baden-Württemberg,33541
Englisch,Realschulen,6. Klassenstufe,Bayern,36469
Englisch,Realschulen,6. Klassenstufe,Berlin,0
Englisch,Realschulen,6. Klassenstufe,Brandenburg,0
Englisch,Realschulen,6. Klassenstufe,Bremen,0
Englisch,Realschulen,6. Klassenstufe,Hamburg,0
Englisch,Realschulen,6. Klassenstufe,Hessen,6961
Englisch,Realschulen,6. Klassenstufe,Mecklenburg-Vorpommern,0
Englisch,Realschulen,6. Klassenstufe,Niedersachsen,11588
Englisch,Realschulen,6. Klassenstufe,Nordrhein-Westfalen,41641
Englisch,Realschulen,6. Klassenstufe,Rheinland-Pfalz,555
Englisch,Realschulen,6. Klassenstufe,Saarland,166
Englisch,Realschulen,6. Klassenstufe,Sachsen,0
Englisch,Realschulen,6. Klassenstufe,Sachsen-Anhalt,0
Englisch,Realschulen,6. Klassenstufe,Schleswig-Holstein,0
Englisch,Realschulen,6. Klassenstufe,Thüringen,0
Englisch,Realschulen,7. Klassenstufe,Baden-Württemberg,36245
Englisch,Realschulen,7. Klassenstufe,Bayern,42133
Englisch,Realschulen,7. Klassenstufe,Berlin,0
Englisch,Realschulen,7. Klassenstufe,Brandenburg,0
Englisch,Realschulen,7. Klassenstufe,Bremen,0
Englisch,Realschulen,7. Klassenstufe,Hamburg,0
Englisch,Realschulen,7. Klassenstufe,Hessen,11662
Englisch,Realschulen,7. Klassenstufe,Mecklenburg-Vorpommern,0
Englisch,Realschulen,7. Klassenstufe,Niedersachsen,13371
Englisch,Realschulen,7. Klassenstufe,Nordrhein-Westfalen,45160
Englisch,Realschulen,7. Klassenstufe,Rheinland-Pfalz,592
Englisch,Realschulen,7. Klassenstufe,Saarland,176
Englisch,Realschulen,7. Klassenstufe,Sachsen,0
Englisch,Realschulen,7. Klassenstufe,Sachsen-Anhalt,0
Englisch,Realschulen,7. Klassenstufe,Schleswig-Holstein,0
Englisch,Realschulen,7. Klassenstufe,Thüringen,0
Englisch,Realschulen,8. Klassenstufe,Baden-Württemberg,38496
Englisch,Realschulen,8. Klassenstufe,Bayern,45212
Englisch,Realschulen,8. Klassenstufe,Berlin,0
Englisch,Realschulen,8. Klassenstufe,Brandenburg,0
Englisch,Realschulen,8. Klassenstufe,Bremen,0
Englisch,Realschulen,8. Klassenstufe,Hamburg,0
Englisch,Realschulen,8. Klassenstufe,Hessen,13284
Englisch,Realschulen,8. Klassenstufe,Mecklenburg-Vorpommern,0
Englisch,Realschulen,8. Klassenstufe,Niedersachsen,15144
Englisch,Realschulen,8. Klassenstufe,Nordrhein-Westfalen,49010
Englisch,Realschulen,8. Klassenstufe,Rheinland-Pfalz,606
Englisch,Realschulen,8. Klassenstufe,Saarland,231
Englisch,Realschulen,8. Klassenstufe,Sachsen,0
Englisch,Realschulen,8. Klassenstufe,Sachsen-Anhalt,0
Englisch,Realschulen,8. Klassenstufe,Schleswig-Holstein,0
Englisch,Realschulen,8. Klassenstufe,Thüringen,0
Englisch,Realschulen,9. Klassenstufe,Baden-Württemberg,41728
Englisch,Realschulen,9. Klassenstufe,Bayern,51632
Englisch,Realschulen,9. Klassenstufe,Berlin,0
Englisch,Realschulen,9. Klassenstufe,Brandenburg,0
Englisch,Realschulen,9. Klassenstufe,Bremen,0
Englisch,Realschulen,9. Klassenstufe,Hamburg,0
Englisch,Realschulen,9. Klassenstufe,Hessen,14484
Englisch,Realschulen,9. Klassenstufe,Mecklenburg-Vorpommern,0
Englisch,Realschulen,9. Klassenstufe,Niedersachsen,20730
Englisch,Realschulen,9. Klassenstufe,Nordrhein-Westfalen,58063
Englisch,Realschulen,9. Klassenstufe,Rheinland-Pfalz,601
Englisch,Realschulen,9. Klassenstufe,Saarland,174
Englisch,Realschulen,9. Klassenstufe,Sachsen,0
Englisch,Realschulen,9. Klassenstufe,Sachsen-Anhalt,0
Englisch,Realschulen,9. Klassenstufe,Schleswig-Holstein,0
Englisch,Realschulen,9. Klassenstufe,Thüringen,0
Englisch,Realschulen,10. Klassenstufe,Baden-Württemberg,41434
Englisch,Realschulen,10. Klassenstufe,Bayern,64427
Englisch,Realschulen,10. Klassenstufe,Berlin,0
Englisch,Realschulen,10. Klassenstufe,Brandenburg,0
Englisch,Realschulen,10. Klassenstufe,Bremen,0
Englisch,Realschulen,10. Klassenstufe,Hamburg,0
Englisch,Realschulen,10. Klassenstufe,Hessen,15126
Englisch,Realschulen,10. Klassenstufe,Mecklenburg-Vorpommern,0
Englisch,Realschulen,10. Klassenstufe,Niedersachsen,29057
Englisch,Realschulen,10. Klassenstufe,Nordrhein-Westfalen,57441
Englisch,Realschulen,10. Klassenstufe,Rheinland-Pfalz,637
Englisch,Realschulen,10. Klassenstufe,Saarland,167
Englisch,Realschulen,10. Klassenstufe,Sachsen,0
Englisch,Realschulen,10. Klassenstufe,Sachsen-Anhalt,0
Englisch,Realschulen,10. Klassenstufe,Schleswig-Holstein,69
Englisch,Realschulen,10. Klassenstufe,Thüringen,0
Englisch,Realschulen,Bereich unbekannt,Baden-Württemberg,749
Englisch,Realschulen,Bereich unbekannt,Bayern,0
Englisch,Realschulen,Bereich unbekannt,Berlin,0
Englisch,Realschulen,Bereich unbekannt,Brandenburg,0
Englisch,Realschulen,Bereich unbekannt,Bremen,0
Englisch,Realschulen,Bereich unbekannt,Hamburg,0
Englisch,Realschulen,Bereich unbekannt,Hessen,0
Englisch,Realschulen,Bereich unbekannt,Mecklenburg-Vorpommern,0
Englisch,Realschulen,Bereich unbekannt,Niedersachsen,297
Englisch,Realschulen,Bereich unbekannt,Nordrhein-Westfalen,2662
Englisch,Realschulen,Bereich unbekannt,Rheinland-Pfalz,0
Englisch,Realschulen,Bereich unbekannt,Saarland,0
Englisch,Realschulen,Bereich unbekannt,Sachsen,0
Englisch,Realschulen,Bereich unbekannt,Sachsen-Anhalt,0
Englisch,Realschulen,Bereich unbekannt,Schleswig-Holstein,0
Englisch,Realschulen,Bereich unbekannt,Thüringen,0
Englisch,Gymnasien (G8),5. Klassenstufe,Baden-Württemberg,34433
Englisch,Gymnasien (G8),5. Klassenstufe,Bayern,38204
Englisch,Gymnasien (G8),5. Klassenstufe,Berlin,2193
Englisch,Gymnasien (G8),5. Klassenstufe,Brandenburg,893
Englisch,Gymnasien (G8),5. Klassenstufe,Bremen,1288
Englisch,Gymnasien (G8),5. Klassenstufe,Hamburg,7760
Englisch,Gymnasien (G8),5. Klassenstufe,Hessen,6214
Englisch,Gymnasien (G8),5. Klassenstufe,Mecklenburg-Vorpommern,641
Englisch,Gymnasien (G8),5. Klassenstufe,Niedersachsen,31779
Englisch,Gymnasien (G8),5. Klassenstufe,Nordrhein-Westfalen,75880
Englisch,Gymnasien (G8),5. Klassenstufe,Rheinland-Pfalz,1614
Englisch,Gymnasien (G8),5. Klassenstufe,Saarland,1651
Englisch,Gymnasien (G8),5. Klassenstufe,Sachsen,12619
Englisch,Gymnasien (G8),5. Klassenstufe,Sachsen-Anhalt,7371
Englisch,Gymnasien (G8),5. Klassenstufe,Schleswig-Holstein,8685
Englisch,Gymnasien (G8),5. Klassenstufe,Thüringen,6583
Englisch,Gymnasien (G8),6. Klassenstufe,Baden-Württemberg,34802
Englisch,Gymnasien (G8),6. Klassenstufe,Bayern,42475
Englisch,Gymnasien (G8),6. Klassenstufe,Berlin,2290
Englisch,Gymnasien (G8),6. Klassenstufe,Brandenburg,869
Englisch,Gymnasien (G8),6. Klassenstufe,Bremen,1268
Englisch,Gymnasien (G8),6. Klassenstufe,Hamburg,7665
Englisch,Gymnasien (G8),6. Klassenstufe,Hessen,7120
Englisch,Gymnasien (G8),6. Klassenstufe,Mecklenburg-Vorpommern,697
Englisch,Gymnasien (G8),6. Klassenstufe,Niedersachsen,31256
Englisch,Gymnasien (G8),6. Klassenstufe,Nordrhein-Westfalen,72225
Englisch,Gymnasien (G8),6. Klassenstufe,Rheinland-Pfalz,1556
Englisch,Gymnasien (G8),6. Klassenstufe,Saarland,3180
Englisch,Gymnasien (G8),6. Klassenstufe,Sachsen,13007
Englisch,Gymnasien (G8),6. Klassenstufe,Sachsen-Anhalt,7329
Englisch,Gymnasien (G8),6. Klassenstufe,Schleswig-Holstein,8610
Englisch,Gymnasien (G8),6. Klassenstufe,Thüringen,6902
Englisch,Gymnasien (G8),7. Klassenstufe,Baden-Württemberg,34912
Englisch,Gymnasien (G8),7. Klassenstufe,Bayern,41646
Englisch,Gymnasien (G8),7. Klassenstufe,Berlin,11990
Englisch,Gymnasien (G8),7. Klassenstufe,Brandenburg,8773
Englisch,Gymnasien (G8),7. Klassenstufe,Bremen,1261
Englisch,Gymnasien (G8),7. Klassenstufe,Hamburg,6598
Englisch,Gymnasien (G8),7. Klassenstufe,Hessen,10568
Englisch,Gymnasien (G8),7. Klassenstufe,Mecklenburg-Vorpommern,5518
Englisch,Gymnasien (G8),7. Klassenstufe,Niedersachsen,29424
Englisch,Gymnasien (G8),7. Klassenstufe,Nordrhein-Westfalen,70622
Englisch,Gymnasien (G8),7. Klassenstufe,Rheinland-Pfalz,1504
Englisch,Gymnasien (G8),7. Klassenstufe,Saarland,3206
Englisch,Gymnasien (G8),7. Klassenstufe,Sachsen,12511
Englisch,Gymnasien (G8),7. Klassenstufe,Sachsen-Anhalt,7191
Englisch,Gymnasien (G8),7. Klassenstufe,Schleswig-Holstein,8011
Englisch,Gymnasien (G8),7. Klassenstufe,Thüringen,6868
Englisch,Gymnasien (G8),8. Klassenstufe,Baden-Württemberg,36090
Englisch,Gymnasien (G8),8. Klassenstufe,Bayern,41032
Englisch,Gymnasien (G8),8. Klassenstufe,Berlin,11546
Englisch,Gymnasien (G8),8. Klassenstufe,Brandenburg,8496
Englisch,Gymnasien (G8),8. Klassenstufe,Bremen,1319
Englisch,Gymnasien (G8),8. Klassenstufe,Hamburg,6326
Englisch,Gymnasien (G8),8. Klassenstufe,Hessen,16310
Englisch,Gymnasien (G8),8. Klassenstufe,Mecklenburg-Vorpommern,5454
Englisch,Gymnasien (G8),8. Klassenstufe,Niedersachsen,28803
Englisch,Gymnasien (G8),8. Klassenstufe,Nordrhein-Westfalen,71755
Englisch,Gymnasien (G8),8. Klassenstufe,Rheinland-Pfalz,1569
Englisch,Gymnasien (G8),8. Klassenstufe,Saarland,3065
Englisch,Gymnasien (G8),8. Klassenstufe,Sachsen,12091
Englisch,Gymnasien (G8),8. Klassenstufe,Sachsen-Anhalt,7187
Englisch,Gymnasien (G8),8. Klassenstufe,Schleswig-Holstein,8114
Englisch,Gymnasien (G8),8. Klassenstufe,Thüringen,6941
Englisch,Gymnasien (G8),9. Klassenstufe,Baden-Württemberg,38081
Englisch,Gymnasien (G8),9. Klassenstufe,Bayern,41070
Englisch,Gymnasien (G8),9. Klassenstufe,Berlin,11117
Englisch,Gymnasien (G8),9. Klassenstufe,Brandenburg,8746
Englisch,Gymnasien (G8),9. Klassenstufe,Bremen,1260
Englisch,Gymnasien (G8),9. Klassenstufe,Hamburg,6560
Englisch,Gymnasien (G8),9. Klassenstufe,Hessen,17032
Englisch,Gymnasien (G8),9. Klassenstufe,Mecklenburg-Vorpommern,5502
Englisch,Gymnasien (G8),9. Klassenstufe,Niedersachsen,28361
Englisch,Gymnasien (G8),9. Klassenstufe,Nordrhein-Westfalen,69116
Englisch,Gymnasien (G8),9. Klassenstufe,Rheinland-Pfalz,1569
Englisch,Gymnasien (G8),9. Klassenstufe,Saarland,2879
Englisch,Gymnasien (G8),9. Klassenstufe,Sachsen,12001
Englisch,Gymnasien (G8),9. Klassenstufe,Sachsen-Anhalt,6833
Englisch,Gymnasien (G8),9. Klassenstufe,Schleswig-Holstein,8655
Englisch,Gymnasien (G8),9. Klassenstufe,Thüringen,6820
Englisch,Gymnasien (G8),Sekundarstufe 1 - ohne Klassenstufe,Baden-Württemberg,0
Englisch,Gymnasien (G8),Sekundarstufe 1 - ohne Klassenstufe,Bayern,32
Englisch,Gymnasien (G8),Sekundarstufe 1 - ohne Klassenstufe,Berlin,380
Englisch,Gymnasien (G8),Sekundarstufe 1 - ohne Klassenstufe,Brandenburg,0
Englisch,Gymnasien (G8),Sekundarstufe 1 - ohne Klassenstufe,Bremen,0
Englisch,Gymnasien (G8),Sekundarstufe 1 - ohne Klassenstufe,Hamburg,0
Englisch,Gymnasien (G8),Sekundarstufe 1 - ohne Klassenstufe,Hessen,0
Englisch,Gymnasien (G8),Sekundarstufe 1 - ohne Klassenstufe,Mecklenburg-Vorpommern,0
Englisch,Gymnasien (G8),Sekundarstufe 1 - ohne Klassenstufe,Niedersachsen,285
Englisch,Gymnasien (G8),Sekundarstufe 1 - ohne Klassenstufe,Nordrhein-Westfalen,5290
Englisch,Gymnasien (G8),Sekundarstufe 1 - ohne Klassenstufe,Rheinland-Pfalz,0
Englisch,Gymnasien (G8),Sekundarstufe 1 - ohne Klassenstufe,Saarland,0
Englisch,Gymnasien (G8),Sekundarstufe 1 - ohne Klassenstufe,Sachsen,0
Englisch,Gymnasien (G8),Sekundarstufe 1 - ohne Klassenstufe,Sachsen-Anhalt,0
Englisch,Gymnasien (G8),Sekundarstufe 1 - ohne Klassenstufe,Schleswig-Holstein,0
Englisch,Gymnasien (G8),Sekundarstufe 1 - ohne Klassenstufe,Thüringen,0
Englisch,Gymnasien (G8),Eingangsphase E,Baden-Württemberg,38193
Englisch,Gymnasien (G8),Eingangsphase E,Bayern,44159
Englisch,Gymnasien (G8),Eingangsphase E,Berlin,11199
Englisch,Gymnasien (G8),Eingangsphase E,Brandenburg,9249
Englisch,Gymnasien (G8),Eingangsphase E,Bremen,2236
Englisch,Gymnasien (G8),Eingangsphase E,Hamburg,6459
Englisch,Gymnasien (G8),Eingangsphase E,Hessen,0
Englisch,Gymnasien (G8),Eingangsphase E,Mecklenburg-Vorpommern,5345
Englisch,Gymnasien (G8),Eingangsphase E,Niedersachsen,30328
Englisch,Gymnasien (G8),Eingangsphase E,Nordrhein-Westfalen,79789
Englisch,Gymnasien (G8),Eingangsphase E,Rheinland-Pfalz,1440
Englisch,Gymnasien (G8),Eingangsphase E,Saarland,3181
Englisch,Gymnasien (G8),Eingangsphase E,Sachsen,12126
Englisch,Gymnasien (G8),Eingangsphase E,Sachsen-Anhalt,6649
Englisch,Gymnasien (G8),Eingangsphase E,Schleswig-Holstein,8945
Englisch,Gymnasien (G8),Eingangsphase E,Thüringen,6793
Englisch,Gymnasien (G8),Qualifizierungsstufe Q1,Baden-Württemberg,34545
Englisch,Gymnasien (G8),Qualifizierungsstufe Q1,Bayern,37282
Englisch,Gymnasien (G8),Qualifizierungsstufe Q1,Berlin,13811
Englisch,Gymnasien (G8),Qualifizierungsstufe Q1,Brandenburg,8738
Englisch,Gymnasien (G8),Qualifizierungsstufe Q1,Bremen,2235
Englisch,Gymnasien (G8),Qualifizierungsstufe Q1,Hamburg,6353
Englisch,Gymnasien (G8),Qualifizierungsstufe Q1,Hessen,0
Englisch,Gymnasien (G8),Qualifizierungsstufe Q1,Mecklenburg-Vorpommern,5011
Englisch,Gymnasien (G8),Qualifizierungsstufe Q1,Niedersachsen,0
Englisch,Gymnasien (G8),Qualifizierungsstufe Q1,Nordrhein-Westfalen,71308
Englisch,Gymnasien (G8),Qualifizierungsstufe Q1,Rheinland-Pfalz,1028
Englisch,Gymnasien (G8),Qualifizierungsstufe Q1,Saarland,2658
Englisch,Gymnasien (G8),Qualifizierungsstufe Q1,Sachsen,11063
Englisch,Gymnasien (G8),Qualifizierungsstufe Q1,Sachsen-Anhalt,5825
Englisch,Gymnasien (G8),Qualifizierungsstufe Q1,Schleswig-Holstein,9362
Englisch,Gymnasien (G8),Qualifizierungsstufe Q1,Thüringen,6008
Englisch,Gymnasien (G8),Qualifizierungsstufe Q2,Baden-Württemberg,32875
Englisch,Gymnasien (G8),Qualifizierungsstufe Q2,Bayern,33276
Englisch,Gymnasien (G8),Qualifizierungsstufe Q2,Berlin,10605
Englisch,Gymnasien (G8),Qualifizierungsstufe Q2,Brandenburg,6974
Englisch,Gymnasien (G8),Qualifizierungsstufe Q2,Bremen,2764
Englisch,Gymnasien (G8),Qualifizierungsstufe Q2,Hamburg,6339
Englisch,Gymnasien (G8),Qualifizierungsstufe Q2,Hessen,0
Englisch,Gymnasien (G8),Qualifizierungsstufe Q2,Mecklenburg-Vorpommern,4492
Englisch,Gymnasien (G8),Qualifizierungsstufe Q2,Niedersachsen,0
Englisch,Gymnasien (G8),Qualifizierungsstufe Q2,Nordrhein-Westfalen,68393
Englisch,Gymnasien (G8),Qualifizierungsstufe Q2,Rheinland-Pfalz,721
Englisch,Gymnasien (G8),Qualifizierungsstufe Q2,Saarland,2643
Englisch,Gymnasien (G8),Qualifizierungsstufe Q2,Sachsen,9856
Englisch,Gymnasien (G8),Qualifizierungsstufe Q2,Sachsen-Anhalt,5322
Englisch,Gymnasien (G8),Qualifizierungsstufe Q2,Schleswig-Holstein,6540
Englisch,Gymnasien (G8),Qualifizierungsstufe Q2,Thüringen,5941
Englisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Baden-Württemberg,0
Englisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Bayern,0
Englisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Berlin,233
Englisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Brandenburg,0
Englisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Bremen,0
Englisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Hamburg,0
Englisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Hessen,0
Englisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Mecklenburg-Vorpommern,0
Englisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Niedersachsen,0
Englisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Nordrhein-Westfalen,0
Englisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Rheinland-Pfalz,0
Englisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Saarland,0
Englisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Sachsen,0
Englisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Sachsen-Anhalt,0
Englisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Schleswig-Holstein,0
Englisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Thüringen,0
Englisch,Gymnasien (G8),Bereich unbekannt,Baden-Württemberg,7852
Englisch,Gymnasien (G8),Bereich unbekannt,Bayern,0
Englisch,Gymnasien (G8),Bereich unbekannt,Berlin,0
Englisch,Gymnasien (G8),Bereich unbekannt,Brandenburg,0
Englisch,Gymnasien (G8),Bereich unbekannt,Bremen,0
Englisch,Gymnasien (G8),Bereich unbekannt,Hamburg,0
Englisch,Gymnasien (G8),Bereich unbekannt,Hessen,0
Englisch,Gymnasien (G8),Bereich unbekannt,Mecklenburg-Vorpommern,0
Englisch,Gymnasien (G8),Bereich unbekannt,Niedersachsen,0
Englisch,Gymnasien (G8),Bereich unbekannt,Nordrhein-Westfalen,0
Englisch,Gymnasien (G8),Bereich unbekannt,Rheinland-Pfalz,0
Englisch,Gymnasien (G8),Bereich unbekannt,Saarland,0
Englisch,Gymnasien (G8),Bereich unbekannt,Sachsen,0
Englisch,Gymnasien (G8),Bereich unbekannt,Sachsen-Anhalt,0
Englisch,Gymnasien (G8),Bereich unbekannt,Schleswig-Holstein,0
Englisch,Gymnasien (G8),Bereich unbekannt,Thüringen,0
Englisch,Gymnasien (G9),5. Klassenstufe,Baden-Württemberg,5693
Englisch,Gymnasien (G9),5. Klassenstufe,Bayern,0
Englisch,Gymnasien (G9),5. Klassenstufe,Berlin,0
Englisch,Gymnasien (G9),5. Klassenstufe,Brandenburg,0
Englisch,Gymnasien (G9),5. Klassenstufe,Bremen,136
Englisch,Gymnasien (G9),5. Klassenstufe,Hamburg,0
Englisch,Gymnasien (G9),5. Klassenstufe,Hessen,19127
Englisch,Gymnasien (G9),5. Klassenstufe,Mecklenburg-Vorpommern,0
Englisch,Gymnasien (G9),5. Klassenstufe,Niedersachsen,380
Englisch,Gymnasien (G9),5. Klassenstufe,Nordrhein-Westfalen,1036
Englisch,Gymnasien (G9),5. Klassenstufe,Rheinland-Pfalz,11975
Englisch,Gymnasien (G9),5. Klassenstufe,Saarland,0
Englisch,Gymnasien (G9),5. Klassenstufe,Sachsen,0
Englisch,Gymnasien (G9),5. Klassenstufe,Sachsen-Anhalt,0
Englisch,Gymnasien (G9),5. Klassenstufe,Schleswig-Holstein,1388
Englisch,Gymnasien (G9),5. Klassenstufe,Thüringen,0
Englisch,Gymnasien (G9),6. Klassenstufe,Baden-Württemberg,5537
Englisch,Gymnasien (G9),6. Klassenstufe,Bayern,0
Englisch,Gymnasien (G9),6. Klassenstufe,Berlin,0
Englisch,Gymnasien (G9),6. Klassenstufe,Brandenburg,0
Englisch,Gymnasien (G9),6. Klassenstufe,Bremen,132
Englisch,Gymnasien (G9),6. Klassenstufe,Hamburg,0
Englisch,Gymnasien (G9),6. Klassenstufe,Hessen,16975
Englisch,Gymnasien (G9),6. Klassenstufe,Mecklenburg-Vorpommern,0
Englisch,Gymnasien (G9),6. Klassenstufe,Niedersachsen,462
Englisch,Gymnasien (G9),6. Klassenstufe,Nordrhein-Westfalen,1002
Englisch,Gymnasien (G9),6. Klassenstufe,Rheinland-Pfalz,13372
Englisch,Gymnasien (G9),6. Klassenstufe,Saarland,0
Englisch,Gymnasien (G9),6. Klassenstufe,Sachsen,0
Englisch,Gymnasien (G9),6. Klassenstufe,Sachsen-Anhalt,0
Englisch,Gymnasien (G9),6. Klassenstufe,Schleswig-Holstein,1339
Englisch,Gymnasien (G9),6. Klassenstufe,Thüringen,0
Englisch,Gymnasien (G9),7. Klassenstufe,Baden-Württemberg,5790
Englisch,Gymnasien (G9),7. Klassenstufe,Bayern,0
Englisch,Gymnasien (G9),7. Klassenstufe,Berlin,0
Englisch,Gymnasien (G9),7. Klassenstufe,Brandenburg,0
Englisch,Gymnasien (G9),7. Klassenstufe,Bremen,150
Englisch,Gymnasien (G9),7. Klassenstufe,Hamburg,0
Englisch,Gymnasien (G9),7. Klassenstufe,Hessen,14257
Englisch,Gymnasien (G9),7. Klassenstufe,Mecklenburg-Vorpommern,0
Englisch,Gymnasien (G9),7. Klassenstufe,Niedersachsen,530
Englisch,Gymnasien (G9),7. Klassenstufe,Nordrhein-Westfalen,1239
Englisch,Gymnasien (G9),7. Klassenstufe,Rheinland-Pfalz,13105
Englisch,Gymnasien (G9),7. Klassenstufe,Saarland,0
Englisch,Gymnasien (G9),7. Klassenstufe,Sachsen,0
Englisch,Gymnasien (G9),7. Klassenstufe,Sachsen-Anhalt,0
Englisch,Gymnasien (G9),7. Klassenstufe,Schleswig-Holstein,1278
Englisch,Gymnasien (G9),7. Klassenstufe,Thüringen,0
Englisch,Gymnasien (G9),8. Klassenstufe,Baden-Württemberg,2464
Englisch,Gymnasien (G9),8. Klassenstufe,Bayern,0
Englisch,Gymnasien (G9),8. Klassenstufe,Berlin,0
Englisch,Gymnasien (G9),8. Klassenstufe,Brandenburg,0
Englisch,Gymnasien (G9),8. Klassenstufe,Bremen,143
Englisch,Gymnasien (G9),8. Klassenstufe,Hamburg,0
Englisch,Gymnasien (G9),8. Klassenstufe,Hessen,7128
Englisch,Gymnasien (G9),8. Klassenstufe,Mecklenburg-Vorpommern,0
Englisch,Gymnasien (G9),8. Klassenstufe,Niedersachsen,566
Englisch,Gymnasien (G9),8. Klassenstufe,Nordrhein-Westfalen,1244
Englisch,Gymnasien (G9),8. Klassenstufe,Rheinland-Pfalz,13489
Englisch,Gymnasien (G9),8. Klassenstufe,Saarland,0
Englisch,Gymnasien (G9),8. Klassenstufe,Sachsen,0
Englisch,Gymnasien (G9),8. Klassenstufe,Sachsen-Anhalt,0
Englisch,Gymnasien (G9),8. Klassenstufe,Schleswig-Holstein,1279
Englisch,Gymnasien (G9),8. Klassenstufe,Thüringen,0
Englisch,Gymnasien (G9),9. Klassenstufe,Baden-Württemberg,0
Englisch,Gymnasien (G9),9. Klassenstufe,Bayern,0
Englisch,Gymnasien (G9),9. Klassenstufe,Berlin,0
Englisch,Gymnasien (G9),9. Klassenstufe,Brandenburg,0
Englisch,Gymnasien (G9),9. Klassenstufe,Bremen,145
Englisch,Gymnasien (G9),9. Klassenstufe,Hamburg,0
