"Name","Straße","PLZ","Ort","Bundesland","Type","Jahr","Titel","id"
"Städtisches Labenwolf-Gymnasium","Labenwolfstraße 10","90409","Nürnberg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Schule am Lindenbühl","Am Lindenbühl 10","95032","Hof","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Andreae-Gymnasium Herrenberg","Schießtäle 33","71083","Herrenberg","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Berkenschule","Berkenstraße 18","71088","Holzgerlingen","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Grund- und Mittelschule Bismarckstraße","Bismarckstraße 20","90491","Nürnberg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Realschule Hechingen","Tobelstraße 10","72379","Hechingen","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Adolf-Schmitthenner-Gymnasium","Obere Turmstraße 34","74924","Neckarbischofsheim","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Doktor-Eisenbarth-Schule","Martin-Luther-Straße 5-7","92526","Oberviechtach","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Möchsee-Gymnasium Heilbronn","Karlstraße 44","74072","Heilbronn","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"ProGenius - Private Berufliche Schule Göppingen","Freihofstraße 76","73033","Göppingen","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatliche Berufsschule Regen/ Viechtach","Ober Bachgasse 23","94209","Regen","","","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatliches Gymnasium München/Moosach","Gerastraße 6","80993","München","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Dietrich-Bonhoeffer-Realschule","Comeniusstraße 4","91413","Neustadt","Bayern","","","Schule ohne Rassismus - Schule mit Courage","2"
"Walther-Hensel-Schule","Hohensteinstraße 11","73033","Göppingen","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Christoph-Schrempf-Gymnasium Besigheim","Auf dem Kies 27","74354","Besigheim","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Fachakademie für Sozialpädagogik des Landkreises Erlangen-Höchstadt","Veit-Stoß-Straße 41","91315","Höchstadt an der Aisch","Berufsbildende Schulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"IGS Volkmarode","Seikenkamp 10a","38104","Braunschweig","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Gemeinschaftsschule/ERS Homburg II","Cranachstr. 7","66424","Homburg","Saarland","","","Schule ohne Rassismus - Schule mit Courage","0"
"Realschule plus Birkenfeld","Brechkaul 17","55785","Birkenfeld","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"Kreisgymnasium St. Ursula","Klosterstraße 1","49740","Haselünne","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Regionale Schule ""Am Lindetal""","Kopernikusstraße 4","17036","Neubrandenburg","Mecklenburg-Vorpommern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Grundschule Fürth Rosenstraße","Kapellenstraße 45","90762","Fürth","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Grundschule Feldkirchen","Hierlbacherstraße 2","94351","Feldkirchen","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatliche Realschule Scheßlitz","Burgholzstr. 10","96110","","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Lobkowitz-Realschule","Bildstraße 7","92660","Neustadt a.d. Waldnaab","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatliche Realschule Herrsching","Jahnstraße 10","82211","Herrsching","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Wilhelms-Gymnasium","Albstraße 80","70597","Stuttgart","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Johann-Peter-Eckermann-Realschule","Bürgerweide 1","21423","Winsen (Luhe)","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Staatliche Realschule Schwabach","Waikersreuther Straße 9a","91126","Schwabach","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Deutschhaus-Gymnasium","Zeller Straße 41","97082","Würzburg","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Albert-Einstein-Gymnasium","Spohnstraße 22","88212","Ravensburg","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"BBZ Lebach","Friedensstraße 3","66822","Lebach","Saarland","","","Schule ohne Rassismus - Schule mit Courage","0"
"Integrierte Gesamtschule Melle","Reinickendorfer Ring 6","49324","Melle","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Berufsbildende Schulen II des Landkreises Göttingen","Godehardstraße 11","37081","Göttingen","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Georg-Sonnin-Schule BBS II","Am Schwalbenberg 27","21337","Lüneburg","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Verbundene Regionale Schule und Gymnasium ""Tisa von der Schulenburg""","Ernst-Thälmann-Str. 14","23072","Dorf Mecklenburg","Mecklenburg-Vorpommern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Herzog-Christian-August-Gymnasium","Blumenaustr. 1","92237","Sulzbach-Rosenberg","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Jenaplanschule Markersbach","Annaberger Straße 86","08352","Raschau-Markersbach","Sachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Leonardo da Vinci Gesamtschule","Franz-Marc-Straße 2","38448","Wolfsburg","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Regionale Schule Ueckermünde","Ueckerstr. 59","17373","Ueckermünde","Mecklenburg-Vorpommern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Sonnen-Grundschule","Dammweg 228","12057","Berlin","Berlin","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Einsiedel","Niederwaldstr. 11","09123","Chemnitz","Sachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Berufsbildende Schulen I","Spillbrunnenweg 1","21337","Lüneburg","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Berufliche Oberschule Kempten","Kotterner Straße 41","87435","Kempten","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Jürgen-Fuhlendorf-Schule","Düsternhoop 48","24576","Bad Bramstedt","Schleswig-Holstein","","","Schule ohne Rassismus - Schule mit Courage","1"
"Andreas-Gymnasium","Koppenstraße 76","10243","Berlin","Berlin","","","Schule ohne Rassismus - Schule mit Courage","0"
"BernsteinSchule","G.-A.-Demmler-Straße 4","18311","Ribnitz-Damgarten","Mecklenburg-Vorpommern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Albert-Einstein-Gymnasium","Parchimer Allee 109","12359","Berlin","Berlin","","","Schule ohne Rassismus - Schule mit Courage","1"
"Realschule plus an der Untermosel","Obermarkstraße 56","56330","Kobern-Gondorf","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"Albertus-Magnus-Gymnasium","Haus-Sachs-Str. 2","93049","Regensburg","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Evangelische Integrierte Schule Wunstorf","Nordbruch 23","31515","Wunstorf","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Carl-Friedrich-Gauß-Gymnasium","Hammerschmidtstraße 13","45888","Gelsenkirchen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Neue Oberschule","Beethovenstr. 37","38106","Braunschweig","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"UniverSaale Jena - Freie Gesamtschule","Burgauer Weg 1a","07747","Jena","Thüringen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Hans-Jonas-Gesamtschule Neuwerk","Nespelerstraße 75","41066","Mönchengladbach","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Sekundarschule Fürstenberg","Haarener Straße 7","33181","Bad Wünnenberg","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Gemeinschaftshauptschule Kirschhecke","Kirschhecke 10","41199","Mönchengladbach","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Steinbart-Gymnasium","Realschulstraße 45","47051","Duisburg","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Alexanderschule","Zum Michael 10","46348","Raesfeld","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Gymnasium im Gustav-Heinemann-Schulzentrum","Kirchstr. 63","46539","Dinslaken-Hiesfeld","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gretel-Bergmann-Schule","Margit-Zinke-Str. 7 - 11","21035","Hamburg","Hamburg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Käthe-Kollwitz-Gymnasium Wesseling","Bogenstraße","50389","Wesseling","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Theodor-Heuss-Realschule","In der Großen Heide 15-17","44339","Dortmund","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Uplandschule","Auf dem Gehren 5-7","34508","Willingen","Hessen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Sekundarschule ""Bertolt Brecht""","Eichsfeld 10","06237","Leuna","Sachsen-Anhalt","","","Schule ohne Rassismus - Schule mit Courage","1"
"Berufsbildungszentrum Mölln","Kerschensteinstr. 2","23897","Mölln","Schleswig-Holstein","","","Schule ohne Rassismus - Schule mit Courage","0"
"Städtische Realschule Lünen-Brambauer","Brechtener Str. 63","44536","Lünen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Europaschule Dortmund","Am Gottesacker 64","44143","Dortmund","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Grundschule am Stadtpark Steglitz","Karl-Stieler-Str. 10-11","12167","Berlin","Berlin","","","Schule ohne Rassismus - Schule mit Courage","1"
"Ravensberger Gymnasium","Werrestraße 10","32049","Herford","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Richard-Müller-Schule","Pappelweg 8","36037","Fulda","Hessen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Sekundarschule Legden Rosendahl","Droste-Hülshoff-Weg 20","48720","Rosendahl","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","2"
"Gemeinschaftsgrundschule Moosfelde","Eschenstr. 4","59755","Arnsberg","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Stadtgymnasium Detmold","Martin-Luther-Str. 4","32756","Detmold","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Montessori Fachoberschule Franken","Dr.-Carlo-Schmid-Str. 87","90491","Nürnberg","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Oberschule Eversten","Brandsweg 50","26131","Oldenburg","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Gemeinschaftsschule Kirkel","Hauptstraße 75","66459","Kirkel","Saarland","","","Schule ohne Rassismus - Schule mit Courage","0"
"Wilhelm-Dörpfeld-Gymnasium","Johannisberg 20","42103","Wuppertal","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Berufskolleg Rheine des Kreises Steinfurt","Frankenburgstraße 7","48431","Rheine","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","2"
"Elly-Heuss-Knapp Realschule","Moltkestr. 13","33330","Gütersloh","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Konrad-Max-Kunz-Realschule","Senefeldstraße 1","92421","Schwandorf","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Städtische Wirtschaftsschule im Röthelheimpark Erlangen","Artilleriestraße 25","91052","Erlangen","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Franz-von-Lenbach-Schule","Georg-Leinfelder-Straße 18","86529","Schrobenhausen","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Mittelschule Waldsassen","Eichendorffstraße 12","95652","Waldsassen","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Herzog-Wolfgang-Realschule plus Zweibrücken","Mozartstr. 1","66482","Zweibrücken","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"Rupert-Neß-Gymnasium","Jahnstraße 25","88239","Wangen","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Fachschule für Produktdesign","Weißenbacher Straße 60","95100","Selb","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Goethe-Gymnasium Demmin","An der Mühle 7","17109","Demmin","Mecklenburg-Vorpommern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Schickhardt-Gymnasium","Längenholz 2","71083","Herrenberg","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"St. Felix Schule","Josef-Blau-Straße 8","92660","Neustadt a.d. Waldnaab","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatliches Gymnasium ""Leuchtenburg"" Kahla","Schulstraße 18","07768","Kahla","Thüringen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Stefan-George-Gymnasium","Marschfeldweg 5","55411","Bingen","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gesamtschule Melsungen","Dreuxallee 28","34212","Melsungen","Hessen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Ilse-Löwenstein-Schule","Humboldtstraße 89","22083","Hamburg","Hamburg","","","Schule ohne Rassismus - Schule mit Courage","1"
"Städtische Realschule Enger","Ringstraße 75","32130","Enger","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"ecolea / Internationale Schule Schwerin","Schelfstr. 1","19055","Schwerin","Mecklenburg-Vorpommern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Max-Hachenburg-Schule","Tattersallstr. 28 - 30","68165","Mannheim","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Oberwaldschule","Hauptstr. 53","36355","Grebenhain","Hessen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Domschule","Herrenteichswall 2","49074","Osnabrück","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Robert-Koch-Gymnasium","Eggerstraße 30","94469","Deggendorf","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Evangelische Grundschule Magdeburg","Wilhelm-Külz-Straße 1","39108","Magdeburg","Sachsen-Anhalt","","","Schule ohne Rassismus - Schule mit Courage","2"
"Sonderpädagogisches Förderzentrum Willmannschule","Raiffeisenstr. 2a","92224","Amberg","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Technisches Berufskolleg Solingen","Oligschlägerweg 9","42655","Solingen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"David-Schuster-Realschule","Sandberger Str. 1","97074","Würzburg","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Luitpoldschule Ansbach","Feuchtwanger Straße 22","91522","Ansbach","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Paul-Ehrlich-Berufskolleg der Stadt Dortmund","Hacheneyer-Straße 177","44265","Dortmund","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Oberschule Kitzscher","Trageser Str. 40 c","04567","Kitzscher","Sachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Pestalozzi Mittelschule Oberasbach","Schulstraße 2","90522","Oberasbach","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Robert-Schuman-Gymnasium","Pfarrer-Lukas-Straße 36","93413","Cham","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Städt. Willy-Brandt-Gesamtschule","Freudstr. 15","80935","München","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Realschule Am Fränkischen Dünenweg","Werner-von-Siemens-Allee 50","90552","Röthenbach","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Johannes-Kern-Mittelschule","Paul-Goppelt-Straße 4","91126","Schwabach","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Bertha-von-Suttner-Gymnasium","Salentinstr. 4","56626","Andernach","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"Emanuel-Felke-Gymnasium","Poststraße 36","55566","Bad Sobernheim","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"Private Wirtschaftsschule Lichtenfels","Mainau 3","96215","Lichtenfels","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Maria-Sybilla-Merian-Gymnasium","Johannes-Blum-Str. 101","47807","Krefeld","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Fichtenberg-Oberschule","Rothenburgstraße 18","12165","Berlin","Berlin","","","Schule ohne Rassismus - Schule mit Courage","0"
"St.-Viti Gymnasium","Bahnhofstr. 62","27404","Zeven","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Landgraf-Leuchtenberg-Gymnasium","Rachelweg 18","94481","Grafenau","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Werner-von-Siemens-Gymnasium","Herzog-Wilhelm-Str. 25","38667","Bad Harzburg","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Rudolf-Rempel-Berufskolleg","An der Rosenhöhe 5","33647","Bielefeld","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Gymnasium der Stadt Alsdorf","Theodor-Seipp-Str. 1","52477","Alsdorf","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"IGS Celle","Burgstr. 21","29221","Celle","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","2"
"Gymnasium Hohenbaden","Leo-Wohleb-Weg 1","76530","Baden-Baden","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gesamtschule Ennigerloh/Neubeckumk in Neubeckum","Turmstraße 11","59269","Neubeckum","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gesamtschule Ennigerloh/Neubeckum in Ennigerloh","Berliner Str. 37","59320","Ennigerloh","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Stadtgymnasium Köln Porz","Humboldtstr. 2-8","51145","Köln","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Pestalozzischule Durlach Grund- und Werkrealschule","Christofstraße 23","76227","Karlsruhe","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Freihof-Gymnasium","Freihofstr. 43","73033","Göppingen","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Limesschule Altenstadt","Schillerstraße 2","63674","Altenstadt","Hessen","","","Schule ohne Rassismus - Schule mit Courage","0"
"KGS Moringen","Waldweg 30","37186","Moringen","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","2"
"Gesamtschule Rodenkirchen","Sürther Str. 191","50999","Köln","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Theodor-Litt-Realschule","Theodor-Litt-Str. 5-11","40593","Düsseldorf","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Wilhelmi-Gymnasium","Schubertstr. 2","74889","Sinsheim","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Realschule am Buchenberg","Emsdettener Str. 46","48565","Steinfurt","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Geschwister-Scholl-Gymnasium Nossen","Seminarweg 4","01683","Nossen","Sachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Stadtgymnasium Dortmund","Heiliger Weg 25","44135","Dortmund","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Gymnasium Köln-Pesch","Schulstr. 18","50767","Köln","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Mittelschule Neunburg vorm Wald","Katzdorfer Str. 18","92431","Neunburg vorm Wald","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Aktiv-Schule Berlstedt ""An der Via Regia""","Hauptstraße 30","99439","Berlstedt","Thüringen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Irena Sendler Schule","Am Pfeilshof 20","22393","Hamburg","Sonstige Schulen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Wilhelm-Hittorf-Gymnasium","Prinz-Eugen-Str. 27","48151","Münster","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Gymnasium Heidberg","Fritz-Schumacher-Allee 200","22417","Hamburg","Hamburg","","","Schule ohne Rassismus - Schule mit Courage","1"
"Kaplan-Kellermann-Realschule","Kölner Str. 12","53879","Euskirchen","Realschulen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Sekundarschule ""Adolf Holst""","Arthur Scheibner Ring 1","","","Sachsen-Anhalt","","","Schule ohne Rassismus - Schule mit Courage","0"
"Paul-Pfinzing-Gymnasium","Amberger Straße 30","91217","Hersbruck","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Dietrich-Bonhoeffer-Realschule","Ländchenweg 9","58332","Schwelm","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Fröbelschule","Sendstr. 100-102","44143","Dortmund","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Berufsbildende Schulen Fredenberg BBS","Hans-Böckler-Ring 18-20","38228","Salzgitter","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Berufliches Schulzentrum Ahornberg","Friedrich-Fröbel-Str. 2","95176","Konradsreuth","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Montessori Schule Gut Biberkor","Biberkorstr. 19-23","82335","Berg","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Altlünen","Rudolph-Nagell-Str. 21","44534","Lünen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Grundschule Roßtal","Schulstr. 20","90574","Roßtal","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Marie-Therese-Gymnasium Erlangen","Schillerstr. 12","91054","Erlangen","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Staatliches Gymnasium Neuhaus am Rennweg","Apelsbergstr. 62","98724","Neuhaus/Rwg.","Thüringen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Georg-Büchner-Schule","Nieder-Ramstädter Straße 120","64285","Darmstadt","Hessen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Scheinfeld","Landwehrstr. 11","91443","Scheinfeld","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gisela-Gymnasium","Arcisstraße 65","80801","München","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Oberschule Weixdorf","Alte Dresdner Straße 22","01108","Dresden","Sachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Spree-Oberschule","August-Bebel-Str. 51","15517","Fürstenwalde","Brandenburg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Agnes von Hohenstaufen Schule","Heidenheimer Str. 1","73529","Schwäbisch Gmünd","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Joseph-Haydn-Gymnasium","Am Bürgerpark 16","48308","Senden","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Evangelische Gemeinschaftsschule Erfurt","Eugen-Richter-Str. 22","99085","Erfurt","Thüringen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Domgymnasium Merseburg","Albrecht-Dürer-Straße 2","06217","Merseburg","Sachsen-Anhalt","","","Schule ohne Rassismus - Schule mit Courage","1"
"Max-Eyth-Schule","Fritz-Elsas-Str. 29","70174","Stuttgart","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Bertha-von-Suttner-Gesamtschule","Kolpingstr. 35","57072","Siegen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"OGGS Hesselnberg","Hesselnberg 42","42285","Wuppertal","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Berufskolleg am Eichholz des Hochsauerlandkreises","Féauxweg 24","59821","Arnsberg","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Dorothea-Schlözer-Schule","Jerusalemsberg 1-3","23568","Lübeck","Schleswig-Holstein","","","Schule ohne Rassismus - Schule mit Courage","0"
"Integrierte Gesamtschule Horhausen","Neue Schulstr. 24","56593","Horhausen","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"Friedrich-Ebert-Realschule","Auf dem Hilkenhohl 1-3","59067","Hamm","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Evangelisches Gymnasium Nordhorn","Bernhard-Niehues-Str. 49","48529","Nordhorn","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Kaiser-Heinrich-Gymnasium","Altenburgerstr. 16","","Bamberg","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","0"
"Bertolt-Brecht-Gymnasium","Am Scheunenberg 1","16259","Bad Freienwalde","Brandenburg","","","Schule ohne Rassismus - Schule mit Courage","1"
"Kaufmännische Schule","Max-Eyth-Str. 13-25","74523","Schwäbisch-Hall","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Latina August Hermann Francke","Franckeplatz 1","06110","Halle","Sachsen-Anhalt","","","Schule ohne Rassismus - Schule mit Courage","4"
"Alexander-von-Humboldt-Gymnasium Neuss","Bergheimer Str. 233","41464","Neuss","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Realschule im Stiftland","Schulstr. 11","95652","Waldsassen","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Anna-Warburg-Schule","Niendorfer Marktplatz 5-7","22459","Hamburg","Hamburg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Emmy-Noether-Gymnasium Erlangen","Noetherstraße 49b","91058","Erlangen","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Brunnen-Realschule","Wilhelmstr. 32","70372","Stuttgart","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Oberschule Uchte","Hannoversche Str. 19","31596","Uchte","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Ursulinen-Realschule Landshut","Bischof-Sailer-Platz 537","84028","Landshut","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Gerhardinger-Realschule Cham","Klosterstraße 4/9","93413","Cham","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Gymnasium Bad Nenndorf","Horster Str. 42","31542","Bad Nenndorf","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Sekundarschule Heinrich Heine","Heinrich-Heine-Weg 1","06889","Lutherstadt Wittenberg","Sachsen-Anhalt","","","Schule ohne Rassismus - Schule mit Courage","2"
"Gymnasium Maxdorf","Schulstr. 4","67133","Maxdorf","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"Hardenberg-Gymnasium Fürth","Kaiserstraße 92","90763","Fürth","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
